'视频标题名称'\t'网址'\t'up对音乐的风格分类'\t'视频简介'
【新古典配乐／深沉优美／钢琴】Patrick Hamilton, Nel Swerts - Stories of Hope	https://www.bilibili.com/video/BV1Vd4y1Q7s3	新古典配乐／深沉优美／钢琴	http://i1.hdslb.com/bfs/archive/0193cf0948d88537fa8b904cdd9ae3d5b435bbd9.jpg	曲名：Stories of Hope\n作曲／演奏：Patrick Hamilton, Nel Swerts\n成曲时间：2022年5月\n视频使用插画：Shu - Flowers and Gems (pid=99688980)\n其他：All Rights Reserved。该曲由厂牌1631 Recordings代理发行。	
【街头手风琴精选】Arrigo Tomasi - Cafe Waltz (Street Accordion Selection, 4 tracks)	https://www.bilibili.com/video/BV1CS4y1H7N9	街头手风琴精选	http://i1.hdslb.com/bfs/archive/12802fc642114343a1ad1dfa29ee0efe7b3ec7bc.jpg	曲名：La Gitane／Indifference／La Foule／La Valse des Niglos\n作曲：Paul \"Tchan Tchou\" Vidal／Joseph Colombo, Tony Murena／Angel Cabral, Michel Rivgauche／Auguste Malha\n编曲／手风琴演奏：Arrigo Tomasi\n成曲时间：2015-2021\n其他：All Rights Reserved	
【纪录片配乐／深沉优美／钢琴+弦乐组+轻电子】Borrtex - Rising of the Sun	https://www.bilibili.com/video/BV1vr4y1g71g	纪录片配乐／深沉优美／钢琴+弦乐组+轻电子	http://i1.hdslb.com/bfs/archive/a3f59e2e1c45d89fe3b58bdc7edb8be681c57461.jpg	曲名：Rising of the Sun\n作曲：Borrtex\n成曲时间：2021年\n视频使用插画：ryky - follow the sun\n其他：Royal Free Music。商业使用须授权，非商业使用遵循CCL 4.0原则。	
【纪录片配乐／优美抒情／钢琴+弦乐组】Terry Devine-King - Flight of Spring	https://www.bilibili.com/video/BV1Uv4y1M7ak	纪录片配乐／优美抒情／钢琴+弦乐组	http://i2.hdslb.com/bfs/archive/ad4a69cd0f47994a00476cd5b7d5b82025824124.jpg	曲名：Flight of Spring (飞跃春潮)\n作曲：Terry Devine-King\n成曲时间：2022年\n视频使用插画：Archive - 忽如远行客 (pid=90496169)\n其他：Production Music。使用须授权。该曲收录于厂牌Audio Network的同名专辑\"Flight Of Spring\"当中, 专辑编号ANW-3703, 公共版昨日已在部分国外平台上架。	
【欧风民谣音乐素材精选】Ravnskjold - Travellers 2 (Medieval Fantasy BGM Selection, 5 Tracks)	https://www.bilibili.com/video/BV1At4y1a7fw	欧风民谣音乐素材精选	http://i0.hdslb.com/bfs/archive/f8f888a7c0c4c6fadcc11ed708e5d24bad72cdaa.jpg	曲名：01. Sign of the King 02. Dancing Flute 03. Strings on Fire 04. Elven Jig 05. Druid Dance\n作者：Ravnskjold\n成曲时间：2022\n视频使用插画：Bob Kehl - Bard's Tale at the Drunken Ram\n其他：Royal Free Music。非商业使用遵循CCL 4.0原则。	
【新古典钢琴精选】Waltz in the Mirror (Neo-Classical Selection, 3 tracks)	https://www.bilibili.com/video/BV1dL4y1A74g	新古典钢琴精选	http://i0.hdslb.com/bfs/archive/6ae79c31b4d373bd757f250948e2e2dc46918c45.jpg	曲名：01. Waltz 02. The Forgotten Waltz 03. Allegro\n作曲／钢琴演奏：Sten Erland Hermundstad\n成曲时间：2016-2017\n视频使用插画：無味無常 - 骨 (PID=82964468)\n其他：All Rights Reserved。使用请联系作者授权。	
【纪录片配乐／宏大深沉／钢琴+管弦组+女声吟唱】Franck Barre - Polaris	https://www.bilibili.com/video/BV1Ut4y1H7pJ	纪录片配乐／宏大深沉／钢琴+管弦组+女声吟唱	http://i2.hdslb.com/bfs/archive/b40f487eb34838a37c47364916aed711feea2f61.jpg	曲名：Polaris\n作曲：Franck Barre\n成曲时间：2022年5月\n视频使用插画：catzz - breath (pid=67861832)\n其他：Production Music。使用须授权。	
【管弦配乐精选】Nobleness Above, Insanity Below (Dramatic Orchestra Selection, 4 tracks)	https://www.bilibili.com/video/BV1cS4y1q7iF	管弦配乐精选	http://i2.hdslb.com/bfs/archive/aea59149a27907306dc90a01a7c80e266f6a102d.jpg	曲名：01. Power and Knowledge (No Choir)／02. BE CORNERED／03. Propaganda／04. Presto Agitato\n作曲：01. Dave Hewson／02. 佐藤直紀(Naoki Sato)／03. Terry Devine-King／04. Paul Dinletir, Andres Gutierrez Moreno\n视频使用插画：Darey Dawn - Gloriana\n其他：All rights reserved。	
【纯音配乐／古典流行／小提琴+轻电子】Mattia Turzo - Seventh Heaven	https://www.bilibili.com/video/BV16Y411K7Q3	纯音配乐／古典流行／小提琴+轻电子	http://i1.hdslb.com/bfs/archive/17d0ddae32184fd0f66a5c085b69bb37f3a79065.jpg	曲名：Seventh Heaven\n作者：Mattia Turzo\n成曲时间：2021年7月\n视频使用插画：qjjy 117 - Violin (https://www.artstation.com/artwork/QznnPE)\n其他：Royal Free Music。使用须授权。	
【纪录片配乐／唯美抒情／钢琴+弦乐组+女声吟唱】Bonnie Grace - Deeper than the Ocean	https://www.bilibili.com/video/BV1uB4y1Q71a	纪录片配乐／唯美抒情／钢琴+弦乐组+女声吟唱	http://i2.hdslb.com/bfs/archive/9c6063d9f5912784112fe5a0c85f474ce2cc33a1.jpg	曲名：Deeper than the Ocean\n作曲：Bonnie Grace\n成曲时间：2017年\n视频使用插画：MORNCOLOUR - 灯心化「结」 (PID=76032941)\n其他：Royal Free Music。该曲收录于专辑\"PEACEDOM\"当中，由Epidemic Sound代理授权。	
【欧风民谣配乐／豪迈悠扬／哨笛+弦乐组】Deskant - Sins of the Fathers	https://www.bilibili.com/video/BV15Y4y1G7HW	欧风民谣配乐／豪迈悠扬／哨笛+弦乐组	http://i0.hdslb.com/bfs/archive/021bed78c12f81707fd14880d89dd4048be19a4f.jpg	曲名：Sins of the Fathers\n作曲：Deskant\n成曲时间：2013年\n视频使用插画：Kalmahul - Nothingness\n其他：Royal Free Music。该曲收录于专辑\"These Lands of Ours\"当中，由Epidemic Sound代理授权。	
【纪录片配乐／细腻优美／钢琴+弦乐组】Koka Media (Brice Davoli) - Snow Manege	https://www.bilibili.com/video/BV17S4y1i7T7	纪录片配乐／细腻优美／钢琴+弦乐组	http://i2.hdslb.com/bfs/archive/072db998bfca1f02cff0896602ae0464203535e4.jpg	曲名：Snow Manege\n作曲：Brice Davoli\n成曲时间：2018年\n视频使用插画：Teardrops - Dawn (pid=90872602)\n其他：Production Music。使用须授权。该曲收录于厂牌Koka Media于2018年发布的专辑\"FILMIC PIANO 2\"当中 (专辑编号KOK-2469)	
【欧风民谣配乐／昂扬豪迈／哨笛+巴斯克号管+鼓乐】Bonnie Grace - For Queen and Country	https://www.bilibili.com/video/BV1WA4y1o7V9	欧风民谣配乐／昂扬豪迈／哨笛+巴斯克号管+鼓乐	http://i0.hdslb.com/bfs/archive/a6aaa08246ffe06260fbeda20c3a2d88fa901902.jpg	曲名：For Queen and Country\n作曲：Bonnie Grace\n成曲时间：2021年\n视频使用插画：Kalmahul - The Witcher\n其他：Royal Free Music。该曲收录于专辑\"Where the Thistle Grows\"当中，由Epidmic Sound代理授权。	
【宣传片配乐／优美抒情／钢琴+弦乐组+轻电子】Edgar Hopp - The Wonder of a Child	https://www.bilibili.com/video/BV16r4y1x7kL	宣传片配乐／优美抒情／钢琴+弦乐组+轻电子	http://i2.hdslb.com/bfs/archive/f50910104b185b66632588e9abc460e703e0045d.jpg	曲名：The Wonder of a Child (童真奇迹)\n作曲：Edgar Hopp\n成曲时间：2017年\n视频使用插画：画师JW - 深层坠入 (pid=98625169)\n其他：Royal Free Music。该曲收录于专辑\"Breaking Away\"当中，由厂牌Epidemic Sound代理授权。	
【欧风民谣配乐／苍凉悠远／哨笛+鲁特琴+小提琴+管弦组】Jean-Gabriel Raynaud - Journey Through the Mountains	https://www.bilibili.com/video/BV1yA4y1d7TN	欧风民谣配乐／苍凉悠远／哨笛+鲁特琴+小提琴+管弦组	http://i1.hdslb.com/bfs/archive/76db9bc283565a19d12e6dbfc81fa7a65cd9fbb4.jpg	曲名：Journey Through the Mountains\n作曲：Jean-Gabriel Raynaud\n演奏：Nathan Einhorn (哨笛), Salome Perli (小提琴)\n成曲时间：2014年6月\n视频使用插画：Seil Park - Town\n其他：Production Music。使用须授权。	
【欧风民谣音乐素材精选】Ravnskjold - Travellers (Medieval Fantasy BGM Selection, 5 Tracks)	https://www.bilibili.com/video/BV1o34y1E7wp	欧风民谣音乐素材精选	http://i1.hdslb.com/bfs/archive/87fd34b361b2b233838fffd6dc8e60c32596488f.jpg	曲名：01. Weralt／02. Shores of Avalon／03. Legend of Lancelot／04. Forest Prayer／05. Forest Spirit\n作者：Ravnskjold (real name \"Ian Ravnskjold\")\n成曲时间：2019-2022\n视频使用插画：Max Suleimanov - The Watermill\n其他：Royal Free Music。非商业使用遵循CCL 4.0公约。	
【史诗民谣配乐／昂扬振奋／巴斯克号管+管弦组】Tartalo Music - Teutates	https://www.bilibili.com/video/BV1m3411G7Lx	史诗民谣配乐／昂扬振奋／巴斯克号管+管弦组	http://i0.hdslb.com/bfs/archive/3226921a688eba505096cbbc81fce3f041e93003.jpg	曲名：Teutates\n作曲：Inigo Saenz Quevedo (from \"Tartalo Music\")\n成曲时间：2015年\n视频使用插画：\n其他：All Rights Reseved。该曲最早录制于2015年，后收录于2020年发布的专辑\"TRINUX\"当中。	
【古典圆舞曲／哥特钢琴】バリアス·カラーズ(Various Colors) - Op.149 \"Dark Gothic Piano Waltz\"	https://www.bilibili.com/video/BV1Ct4y1x7vX	古典圆舞曲／哥特钢琴	http://i1.hdslb.com/bfs/archive/7d5ed1cf287e2c79ac48b4187d9a5c6129b06f8e.jpg	曲名：Op.149 \"Dark Gothic Piano Waltz\"\n作曲／演奏：鹿野佑太(Yuta Shikano) (\"Various Colors\"是鹿野的一个Project)\n成曲时间：2021年7月\n视频使用插画：MISSILE228 - 私だけの舞台 (P2) (PID=95120332)\n其他：Some Rights Reserved。使用请遵循CCL 4.0公约。	
【纪录片配乐／深沉优美／钢琴+弦乐组】KPM Music (Magnum Opus) - Lightness	https://www.bilibili.com/video/BV1xY4y1t7Vt	纪录片配乐／深沉优美／钢琴+弦乐组	http://i0.hdslb.com/bfs/archive/35e1143ce0e06e13992bf8148a3d6d4c726c7e61.jpg	曲名：Lightness (生命之轻)\n作曲：Magnum Opus\n成曲时间：2014年\n视频使用插画：业桉 - 千纸鹤 (pid=72735813)\n其他：Production Music。使用须授权。该曲收录于厂牌KPM Music于2014年发布的专辑\"Piano and Strings\"当中 (专辑编号KPM-0907), 部分数字音乐平台有公共版出售 (不含授权)	
【燃系配乐／电吉他+弦乐组／硬摇滚】Vincent Lee - Wings of Legacy	https://www.bilibili.com/video/BV1BY4y1t7J2	燃系配乐／电吉他+弦乐组／硬摇滚	http://i2.hdslb.com/bfs/archive/24ed1e75421c1223b6aa6d19185ad487323d45eb.jpg	曲名：Wings of Legacy\n作者：Vincent Lee\n成曲时间：2014年\n视频使用插画作者：Tithi Luadthong\n其他：Some Rights Reserved。该曲使用遵循CCL 4.0公约。	
【纪录片配乐／钢琴+弦乐组／深沉悠远】Brice Davoli - High Grasses Cuddles	https://www.bilibili.com/video/BV1A34y1E77T	纪录片配乐／钢琴+弦乐组／深沉悠远	http://i2.hdslb.com/bfs/archive/a75058acf08262d299002934db9e20131b23d535.jpg	曲名：High Grasses Cuddles\n作者：Brice Davoli\n成曲时间：2012年\n视频使用插画：kvacm - on the right path\n其他：Production Music。使用须授权。该曲收录于厂牌Koda Media于2012年发布的专辑\"Filmic Piano\"当中，专辑编号KOK-2348，部分平台有公共版出售 (不含授权)。	
