【节奏纯音／唯美抒情／Piano Beats】まんぼう二等兵(Manbou Second-Class Soldier) - ワスレナグサ	https://www.bilibili.com/video/BV1Wf4y1i7J2	节奏纯音／唯美抒情／Piano Beats	http://i0.hdslb.com/bfs/archive/4d95c9a8a4f40da9a237e7cb7d39f2f8a833536c.jpg	曲名：ワスレナグサ (勿忘我)\n作者：まんぼう二等兵(Manbou Second-Class Soldier)\n成曲时间：2018年8月\n视频用插画作者：依田恵\n其他：该作品为免费共用音乐素材，使用遵循CCL 4.0条款。\n参考网页1：https://dova-s.jp/bgm/play9580.html\n参考网页2：http://www.manbou2ndclass.net/p/blog-page_11.html	
【Chill Hop/优美放松/节奏纯音】Sitting Duck, Tesk, No Spirit - Driftaway	https://www.bilibili.com/video/BV1BA411j7Xv	Chill Hop/优美放松/节奏纯音	http://i1.hdslb.com/bfs/archive/b67d5f995564c90a51deb7fbae23553bb8149e80.jpg	https://www.youtube.com/watch?v=EnDm16WxCNc\n曲名：Driftaway\n作者：Sitting Duck / Tesk / No Spirit\n成曲时间：2020年8月\n其他：Some Rights Reserved。该曲收录于厂牌Chillhop Music (曾用名Chillhop Records) 发行的专辑《FRIENDS CIRCLE》当中，全砖9曲，此为第09曲。	
【纪录片配乐／优美深沉／钢琴独奏】PureComposition - Forgotten	https://www.bilibili.com/video/BV1eK411G7J5	纪录片配乐／优美深沉／钢琴独奏	http://i1.hdslb.com/bfs/archive/9d4032de5a622f3a4019901cdb96837d73ed073f.jpg	https://www.youtube.com/watch?v=ym4c711LseE\n曲名：Forgotten (a.k.a. \"Inspiring Emotional Piano\")\n作者：PureComposition\n成曲时间：2016年7月\n其他：Royal Free Music。使用须购买相应授权 (https://audiojungle.net/item/inspiring-emotional-piano/16129519)	
【氛围极简／安静感伤／钢琴】Spheriá - Don't Forget Me (feat. Lovenja)	https://www.bilibili.com/video/BV1YK4y1E7Yq	氛围极简／安静感伤／钢琴	http://i2.hdslb.com/bfs/archive/1140ae783fd498185279f0b41cf6d169410ab510.jpg	曲名：Don't Forget Me\n作曲：Lajos Baetzel (Spheriá为其Solo Project)\n成曲时间：2014年\n其他：该曲非商业使用请遵循CCL 4.0原则，需要其他授权请联系作者。	
【史诗民谣Vocal／阴森凄美／哥特风音乐素材】Ashley Serena - My Jolly Sailor Bold	https://www.bilibili.com/video/BV1CK411A75n	史诗民谣Vocal／阴森凄美／哥特风音乐素材	http://i0.hdslb.com/bfs/archive/49ed99884ca9755af8dab25ede0851e43bc4760b.jpg	https://www.youtube.com/watch?v=tPLodwT58nE\n曲名：My Jolly Sailor Bold\n演唱：Ashley Serena\n编曲：不详\n成曲时间：2020年9月\n其他：此曲原为16-18世纪欧洲海上传唱的民谣小调，在电影《加勒比海盗：惊涛怪浪》中也曾引用该曲。	
【舞台剧配乐／凄美哀婉／陶笛+吉他】遠き時から	https://www.bilibili.com/video/BV16y4y1r78y	舞台剧配乐／凄美哀婉／陶笛+吉他	http://i0.hdslb.com/bfs/archive/1a3d1f853f0bac934c83301bc63f52d032d89d73.jpg	曲名：遠き時から\n作者：不详 (目前考证ING)\n成曲时间：2017年或更早\n使用插画：染谷真衣 - 恋ひ焦がれて (PID=63981101)\n其他：舞台剧「ツキウタ。」(中译：月歌。)第二幕「月歌奇譚～夢見草」配乐。收录于该舞台剧第二幕原声集《「月歌奇譚 夢見草」音語り》当中，为专辑第01曲。	
【Chillstep／轻电子+钢琴】Mexikus - You	https://www.bilibili.com/video/BV17Z4y1V7Lg	Chillstep／轻电子+钢琴	http://i0.hdslb.com/bfs/archive/a05c4c0fe1e8cdf24d215673d299adeb8511b51b.jpg	曲名：You\n作者：Mexikus (a.k.a. \"Exselsor\", real name \"Arseniy Khodin\")\n成曲时间：2015年\n使用插画：Rella - ハジメテノオト (pid=45691349)\n其他：Royal Free Music。使用须购买授权 (http://audiojungle.net/item/chillstep/7994849)	
【新古典配乐／深沉优美／提琴重奏】Cyrus Of The Sun (Cyrus Reynolds) - Second Dawn	https://www.bilibili.com/video/BV1Qz4y1o7v6	新古典配乐／深沉优美／提琴重奏	http://i1.hdslb.com/bfs/archive/277ab64c8d7bbd77053d3826a858becda535dec4.jpg	曲名：Second Dawn\n作曲：Cyrus Reynolds\n演奏：Rylie Harrod (大提琴), Virginia Rockwell (中提琴), Alanna Tonetti-Tieppo (小提琴), Tabea Sitte (小提琴), Lara Somogyi (竖琴)\n成曲时间：2012年8月\n其他：All Rights Reserved。使用须授权。本曲收录于EP专辑《Serendipity》当中，为其中第03曲。	
【宣传片配乐／史诗流行／燃曲】Unstoppable Music (Kirill Gorokhov) - Wolves Of TVG	https://www.bilibili.com/video/BV1AZ4y1V7i4	宣传片配乐／史诗流行／燃曲	http://i1.hdslb.com/bfs/archive/f06de67d29f8affeceebc80324c2081668a999bd.jpg	曲名：Wolves Of TVG\n作者：Kirill Gorokhov\n成曲时间：2020年2月\n原曲：Sam Tinnesz - Wolves (feat. Silverberg)\n视频制作：TVG\n其他：此曲为厂牌Unstoppable Music为TVG定制的宣传片配乐，目前暂未正式发行。	
【民谣风配乐／优美振奋／长笛+钢琴】Simon Daum - Onward	https://www.bilibili.com/video/BV1GD4y197Np	民谣风配乐／优美振奋／长笛+钢琴	http://i1.hdslb.com/bfs/archive/c0370047a2158f0a2550ecf62787c7fc66e2224e.jpg	https://www.youtube.com/watch?v=vde4HOXfR4Q\n曲名：Onward\n作者：Simon Daum\n成曲时间：2019年2月\n其他：该曲收录于Simon Daum于2019年发布的个人专辑《Epic Music》当中，为专辑第03曲。	
