【史诗配乐／燃系战斗】Soundmopi - Are We Free (World Of Warships Cinematic Trailer)	https://www.bilibili.com/video/BV1gb411P77h	史诗配乐／燃系战斗	http://i0.hdslb.com/bfs/vc/i181031ws3ucx1gb653cww2g1sxm815u_0009.jpg	https://www.youtube.com/watch?v=R2CrZRjM5ck\n视频剪辑：Rabinatoren\n曲名：Are We Free\n作者：Soundmopi\n成曲时间：2017年10月\n其他：Royal Free Music，使用须经授权。另外目前Soundmopi已经删除／下架了一切音乐销售的网页(包括Audiojungle的网页以及其他数字音乐网店中出售的公共版音频)。	
【Progressive Trance／清新欢快】Second Flight - Distance	https://www.bilibili.com/video/BV1Sb411A75f	Progressive Trance／清新欢快	http://i0.hdslb.com/bfs/vc/i181030ws3g3d5xuoc7eos371wp9ei4k_0014.jpg	https://www.youtube.com/watch?v=QxyyCbJpcMM\n曲名：Distance\n作者：Second Flight\n成曲时间：2017年2月	
【Chillstep／清新电子】Polarr, Resonance - Voiceless	https://www.bilibili.com/video/BV1Sb411A7G5	Chillstep／清新电子	http://i0.hdslb.com/bfs/vc/i181030wszyby0mera00h2wno5mqcdnm_0015.jpg	https://www.youtube.com/watch?v=_huEHFDTlQw\n视频制作：Sab FM World\n曲名：Voiceless\n作者：Polarr, Resonance\n发布时间：2018年1月\n其他：由厂牌Dreamscape Records代理发行，Bandcamp正版无损购买网页：https://dreamscape.bandcamp.com/track/voiceless	
【氛围钢琴／当代古典】小松正史(Masafumi Komatsu) - Reflection	https://www.bilibili.com/video/BV19b411N7Rd	氛围钢琴／当代古典	http://i0.hdslb.com/bfs/vc/i181029ws3ic5i9hfok00w143fxjqnjq_0022.jpg	https://www.youtube.com/watch?v=Q1hRQj_kP7k\n曲名：Reflection\n作者：小松正史(Masafumi Komatsu)\n其他：收录于小松正史于2009年发布的个人专辑《Life》当中，第06曲(全11曲)	
【史诗配乐／宏大振奋】Audio Network (Terry Devine-King) - Solar Orbiter	https://www.bilibili.com/video/BV16b411N7TK	史诗配乐／宏大振奋	http://i0.hdslb.com/bfs/vc/i181028tx1xrm1keoo0hzc3w3mhvwy01_0013.jpg	https://www.youtube.com/watch?v=SMRdw37Avrk\n视频制作：My Soul Your Beats\n曲名：Solar Orbiter\n作曲：Terry Devine-King\n出处：厂牌Audio Network于2018年发行的工业专辑《SUPERNOVA》(专辑编号ANW3019)中第02曲，目前该专辑无公共版。\n其他：Production Music，使用须授权。	
【氛围轻电／唯美纯音／女声吟唱】Anna B May - October	https://www.bilibili.com/video/BV1ib411N7U2	氛围轻电／唯美纯音／女声吟唱	http://i0.hdslb.com/bfs/vc/i181028txejf5m3myogc42ypctalqewq_0020.jpg	https://www.youtube.com/watch?v=jhiQE1yQEs4\n曲名：October\n作者：Anna B May\n成曲时间：2018年10月\n其他：商业使用请联系作者。	
【史诗配乐／交响战歌／女声吟唱】Sham Stalin - Leap Of Faith	https://www.bilibili.com/video/BV15b411N7p3	史诗配乐／交响战歌／女声吟唱	http://i0.hdslb.com/bfs/vc/i181027ws95nt1qsuuc3e2a2gk7mzvx7_0014.jpg	https://www.youtube.com/watch?v=efGjsUmPWs8\n曲名：Leap Of Faith\n作者：Sham Stalin\n成曲时间：2017年7月\n其他：商业使用须授权。	
【J-Pop Vocal／治(致)愈(郁)抒情】ナオ(nao;) - もしまた逢えたら (feat. なつみ(natumi))	https://www.bilibili.com/video/BV1nb411N7PC	J-Pop Vocal／治(致)愈(郁)抒情	http://i0.hdslb.com/bfs/vc/i181027tx27ts27pxkz0gc1c5jhkjpbb_0022.jpg	www.nicovideo.jp/watch/sm32453874\n曲名：もしまた逢えたら (mosi mata aetara)\n作曲、编曲、作词、动画制作、题字：ナオ(nao\")\n演唱：なつみ(natumi) (a.k.a. natumi_koloro)\n成曲时间：2017年12月\n其他：ナオ(nao\") 于2018年发行的个人专辑《nil admirari》中第03曲，OTOTOY、BOOTH等数字网店可购买正版无损音源，ITUNES可购买正版AAC音源。\n\n【歌词】\n散りばめた景色が色褪せてしまうよ	
【史诗配乐／磅礴振奋】Marcus Warner - All We Are	https://www.bilibili.com/video/BV1Pb411N7Z9	史诗配乐／磅礴振奋	http://i0.hdslb.com/bfs/vc/i181027wspnvto779n31w4lp83h2gotd_0022.jpg	https://www.youtube.com/watch?v=fGsU7QgJFQk\n曲名：All We Are\n作者：Marcus Warner\n成曲时间：2018年10月\n其他：收录于M W即将于11月份发行的个人专辑《39 Seconds》当中，目前尚未正式发行。商业使用须授权。	
【配乐／优美钢琴纯音】Backer Ruth (a.k.a. Bak.R) - Just Think	https://www.bilibili.com/video/BV17t411d7cZ	配乐／优美钢琴纯音	http://i0.hdslb.com/bfs/vc/i181024ws2rnql46xyr6sg3np5gn2k51_0008.jpg	https://www.youtube.com/watch?v=sN1fmLeFoC4	
